ID,EID,Original_Sentence,Modal_Verb,Marked_Sentence_English,Marked_Sentence_Japanese,Source_Modal,Tested_Modal,Transformation_Strategy,Transformation_Category,Palmer_Annotations,Quirk_Annotations,Palmer_Expected,Quirk_Expected,Grammaticality_Expected,Completed,Annotation_Notes
d9fa9c5fad1d6adc0bd0b74a7e1d6378975cc66a0d91a43913cd7382cb1732d3_alt_would,d9fa9c5fad1d6adc0bd0b74a7e1d6378975cc66a0d91a43913cd7382cb1732d3,"I am sure if you explain it to them, and maybe treat them to lunch another day, they will forgive you, if they have not already.",would,"I am sure if you explain it to them, and maybe treat them to lunch another day, they *would* forgive you, if they have not already.","",will,would,prediction_to_conditional_substitution,substitution,"[""dynamic"", ""dynamic"", ""dynamic""]","[""prediction"", ""prediction"", ""prediction""]",unknown,unknown,yes,0,Modal substitution: 'will' → 'would'. Strategy: prediction_to_conditional_substitution. Please verify grammaticality and classify modal categories.
d9fa9c5fad1d6adc0bd0b74a7e1d6378975cc66a0d91a43913cd7382cb1732d3_alt_ought_to,d9fa9c5fad1d6adc0bd0b74a7e1d6378975cc66a0d91a43913cd7382cb1732d3,"I am sure if you explain it to them, and maybe treat them to lunch another day, they will forgive you, if they have not already.",ought to,"I am sure if you explain it to them, and maybe treat them to lunch another day, they *ought to* forgive you, if they have not already.","",will,ought to,prediction_to_advice_substitution,substitution,"[""dynamic"", ""dynamic"", ""dynamic""]","[""prediction"", ""prediction"", ""prediction""]",unknown,unknown,yes,0,Modal substitution: 'will' → 'ought to'. Strategy: prediction_to_advice_substitution. Please verify grammaticality and classify modal categories.
8ccbb15ec5795b61b1a71a357278ff5344774ec849a8447b7a6f4a01597cfdda_orig,8ccbb15ec5795b61b1a71a357278ff5344774ec849a8447b7a6f4a01597cfdda,I have the worst headache and can not get any of my cleaning done. It is frustrating.,can,I have the worst headache and *can* not get any of my cleaning done. It is frustrating.,"",can,can,original,original,"[""dynamic"", ""dynamic"", ""dynamic""]","[""ability"", ""ability"", ""ability""]",dynamic,ability,yes,1,Original sentence from dataset. Modal: 'can'. Verified and complete.
8ccbb15ec5795b61b1a71a357278ff5344774ec849a8447b7a6f4a01597cfdda_alt_could,8ccbb15ec5795b61b1a71a357278ff5344774ec849a8447b7a6f4a01597cfdda,I have the worst headache and can not get any of my cleaning done. It is frustrating.,could,I have the worst headache and *could* not get any of my cleaning done. It is frustrating.,"",can,could,ability_weakening,substitution,"[""dynamic"", ""dynamic"", ""dynamic""]","[""ability"", ""ability"", ""ability""]",unknown,unknown,yes,0,Modal substitution: 'can' → 'could'. Strategy: ability_weakening. Please verify grammaticality and classify modal categories.
8ccbb15ec5795b61b1a71a357278ff5344774ec849a8447b7a6f4a01597cfdda_alt_may,8ccbb15ec5795b61b1a71a357278ff5344774ec849a8447b7a6f4a01597cfdda,I have the worst headache and can not get any of my cleaning done. It is frustrating.,may,I have the worst headache and *may* not get any of my cleaning done. It is frustrating.,"",can,may,ability_to_permission,entailment,"[""dynamic"", ""dynamic"", ""dynamic""]","[""ability"", ""ability"", ""ability""]",unknown,unknown,yes,0,Modal substitution: 'can' → 'may'. Strategy: ability_to_permission. Please verify grammaticality and classify modal categories.
8ccbb15ec5795b61b1a71a357278ff5344774ec849a8447b7a6f4a01597cfdda_alt_might,8ccbb15ec5795b61b1a71a357278ff5344774ec849a8447b7a6f4a01597cfdda,I have the worst headache and can not get any of my cleaning done. It is frustrating.,might,I have the worst headache and *might* not get any of my cleaning done. It is frustrating.,"",can,might,ability_to_possibility,entailment,"[""dynamic"", ""dynamic"", ""dynamic""]","[""ability"", ""ability"", ""ability""]",unknown,unknown,yes,0,Modal substitution: 'can' → 'might'. Strategy: ability_to_possibility. Please verify grammaticality and classify modal categories.
8ccbb15ec5795b61b1a71a357278ff5344774ec849a8447b7a6f4a01597cfdda_alt_must,8ccbb15ec5795b61b1a71a357278ff5344774ec849a8447b7a6f4a01597cfdda,I have the worst headache and can not get any of my cleaning done. It is frustrating.,must,I have the worst headache and *must* not get any of my cleaning done. It is frustrating.,"",can,must,ability_to_necessity_substitution,substitution,"[""dynamic"", ""dynamic"", ""dynamic""]","[""ability"", ""ability"", ""ability""]",unknown,unknown,yes,0,Modal substitution: 'can' → 'must'. Strategy: ability_to_necessity_substitution. Please verify grammaticality and classify modal categories.
8ccbb15ec5795b61b1a71a357278ff5344774ec849a8447b7a6f4a01597cfdda_alt_shall,8ccbb15ec5795b61b1a71a357278ff5344774ec849a8447b7a6f4a01597cfdda,I have the worst headache and can not get any of my cleaning done. It is frustrating.,shall,I have the worst headache and *shall* not get any of my cleaning done. It is frustrating.,"",can,shall,ability_to_obligation_substitution,substitution,"[""dynamic"", ""dynamic"", ""dynamic""]","[""ability"", ""ability"", ""ability""]",unknown,unknown,yes,0,Modal substitution: 'can' → 'shall'. Strategy: ability_to_obligation_substitution. Please verify grammaticality and classify modal categories.
8ccbb15ec5795b61b1a71a357278ff5344774ec849a8447b7a6f4a01597cfdda_alt_should,8ccbb15ec5795b61b1a71a357278ff5344774ec849a8447b7a6f4a01597cfdda,I have the worst headache and can not get any of my cleaning done. It is frustrating.,should,I have the worst headache and *should* not get any of my cleaning done. It is frustrating.,"",can,should,ability_to_advice_substitution,substitution,"[""dynamic"", ""dynamic"", ""dynamic""]","[""ability"", ""ability"", ""ability""]",unknown,unknown,yes,0,Modal substitution: 'can' → 'should'. Strategy: ability_to_advice_substitution. Please verify grammaticality and classify modal categories.
8ccbb15ec5795b61b1a71a357278ff5344774ec849a8447b7a6f4a01597cfdda_alt_will,8ccbb15ec5795b61b1a71a357278ff5344774ec849a8447b7a6f4a01597cfdda,I have the worst headache and can not get any of my cleaning done. It is frustrating.,will,I have the worst headache and *will* not get any of my cleaning done. It is frustrating.,"",can,will,ability_to_prediction_substitution,substitution,"[""dynamic"", ""dynamic"", ""dynamic""]","[""ability"", ""ability"", ""ability""]",unknown,unknown,yes,0,Modal substitution: 'can' → 'will'. Strategy: ability_to_prediction_substitution. Please verify grammaticality and classify modal categories.
8ccbb15ec5795b61b1a71a357278ff5344774ec849a8447b7a6f4a01597cfdda_alt_would,8ccbb15ec5795b61b1a71a357278ff5344774ec849a8447b7a6f4a01597cfdda,I have the worst headache and can not get any of my cleaning done. It is frustrating.,would,I have the worst headache and *would* not get any of my cleaning done. It is frustrating.,"",can,would,ability_to_conditional_substitution,substitution,"[""dynamic"", ""dynamic"", ""dynamic""]","[""ability"", ""ability"", ""ability""]",unknown,unknown,yes,0,Modal substitution: 'can' → 'would'. Strategy: ability_to_conditional_substitution. Please verify grammaticality and classify modal categories.
8ccbb15ec5795b61b1a71a357278ff5344774ec849a8447b7a6f4a01597cfdda_alt_ought_to,8ccbb15ec5795b61b1a71a357278ff5344774ec849a8447b7a6f4a01597cfdda,I have the worst headache and can not get any of my cleaning done. It is frustrating.,ought to,I have the worst headache and *ought to* not get any of my cleaning done. It is frustrating.,"",can,ought to,ability_to_advice_substitution,substitution,"[""dynamic"", ""dynamic"", ""dynamic""]","[""ability"", ""ability"", ""ability""]",unknown,unknown,yes,0,Modal substitution: 'can' → 'ought to'. Strategy: ability_to_advice_substitution. Please verify grammaticality and classify modal categories.
cab24994e9586a8034ece373d4c8d87de182079d1624651889b8279db02b97f6_orig,cab24994e9586a8034ece373d4c8d87de182079d1624651889b8279db02b97f6,"Not yet! We might go to Vegas, which is not too far away. But for now, it is just two weeks are R&R.",might,"Not yet! We *might* go to Vegas, which is not too far away. But for now, it is just two weeks are R&R.","",might,might,original,original,"[""dynamic"", ""dynamic"", ""dynamic""]","[""possibility"", ""possibility"", ""possibility""]",dynamic,possibility,yes,1,Original sentence from dataset. Modal: 'might'. Verified and complete.
cab24994e9586a8034ece373d4c8d87de182079d1624651889b8279db02b97f6_alt_can,cab24994e9586a8034ece373d4c8d87de182079d1624651889b8279db02b97f6,"Not yet! We might go to Vegas, which is not too far away. But for now, it is just two weeks are R&R.",can,"Not yet! We *can* go to Vegas, which is not too far away. But for now, it is just two weeks are R&R.","",might,can,possibility_to_impossibility,entailment,"[""dynamic"", ""dynamic"", ""dynamic""]","[""possibility"", ""possibility"", ""possibility""]",unknown,unknown,yes,0,Modal substitution: 'might' → 'can'. Strategy: possibility_to_impossibility. Please verify grammaticality and classify modal categories.
cab24994e9586a8034ece373d4c8d87de182079d1624651889b8279db02b97f6_alt_could,cab24994e9586a8034ece373d4c8d87de182079d1624651889b8279db02b97f6,"Not yet! We might go to Vegas, which is not too far away. But for now, it is just two weeks are R&R.",could,"Not yet! We *could* go to Vegas, which is not too far away. But for now, it is just two weeks are R&R.","",might,could,possibility_to_ability_substitution,substitution,"[""dynamic"", ""dynamic"", ""dynamic""]","[""possibility"", ""possibility"", ""possibility""]",unknown,unknown,yes,0,Modal substitution: 'might' → 'could'. Strategy: possibility_to_ability_substitution. Please verify grammaticality and classify modal categories.
cab24994e9586a8034ece373d4c8d87de182079d1624651889b8279db02b97f6_alt_may,cab24994e9586a8034ece373d4c8d87de182079d1624651889b8279db02b97f6,"Not yet! We might go to Vegas, which is not too far away. But for now, it is just two weeks are R&R.",may,"Not yet! We *may* go to Vegas, which is not too far away. But for now, it is just two weeks are R&R.","",might,may,possibility_to_permission_substitution,substitution,"[""dynamic"", ""dynamic"", ""dynamic""]","[""possibility"", ""possibility"", ""possibility""]",unknown,unknown,yes,0,Modal substitution: 'might' → 'may'. Strategy: possibility_to_permission_substitution. Please verify grammaticality and classify modal categories.
cab24994e9586a8034ece373d4c8d87de182079d1624651889b8279db02b97f6_alt_must,cab24994e9586a8034ece373d4c8d87de182079d1624651889b8279db02b97f6,"Not yet! We might go to Vegas, which is not too far away. But for now, it is just two weeks are R&R.",must,"Not yet! We *must* go to Vegas, which is not too far away. But for now, it is just two weeks are R&R.","",might,must,possibility_to_necessity,entailment,"[""dynamic"", ""dynamic"", ""dynamic""]","[""possibility"", ""possibility"", ""possibility""]",unknown,unknown,yes,0,Modal substitution: 'might' → 'must'. Strategy: possibility_to_necessity. Please verify grammaticality and classify modal categories.
cab24994e9586a8034ece373d4c8d87de182079d1624651889b8279db02b97f6_alt_shall,cab24994e9586a8034ece373d4c8d87de182079d1624651889b8279db02b97f6,"Not yet! We might go to Vegas, which is not too far away. But for now, it is just two weeks are R&R.",shall,"Not yet! We *shall* go to Vegas, which is not too far away. But for now, it is just two weeks are R&R.","",might,shall,possibility_to_obligation_substitution,substitution,"[""dynamic"", ""dynamic"", ""dynamic""]","[""possibility"", ""possibility"", ""possibility""]",unknown,unknown,yes,0,Modal substitution: 'might' → 'shall'. Strategy: possibility_to_obligation_substitution. Please verify grammaticality and classify modal categories.
cab24994e9586a8034ece373d4c8d87de182079d1624651889b8279db02b97f6_alt_should,cab24994e9586a8034ece373d4c8d87de182079d1624651889b8279db02b97f6,"Not yet! We might go to Vegas, which is not too far away. But for now, it is just two weeks are R&R.",should,"Not yet! We *should* go to Vegas, which is not too far away. But for now, it is just two weeks are R&R.","",might,should,possibility_to_advice_substitution,substitution,"[""dynamic"", ""dynamic"", ""dynamic""]","[""possibility"", ""possibility"", ""possibility""]",unknown,unknown,yes,0,Modal substitution: 'might' → 'should'. Strategy: possibility_to_advice_substitution. Please verify grammaticality and classify modal categories.
cab24994e9586a8034ece373d4c8d87de182079d1624651889b8279db02b97f6_alt_will,cab24994e9586a8034ece373d4c8d87de182079d1624651889b8279db02b97f6,"Not yet! We might go to Vegas, which is not too far away. But for now, it is just two weeks are R&R.",will,"Not yet! We *will* go to Vegas, which is not too far away. But for now, it is just two weeks are R&R.","",might,will,possibility_to_prediction,entailment,"[""dynamic"", ""dynamic"", ""dynamic""]","[""possibility"", ""possibility"", ""possibility""]",unknown,unknown,yes,0,Modal substitution: 'might' → 'will'. Strategy: possibility_to_prediction. Please verify grammaticality and classify modal categories.
cab24994e9586a8034ece373d4c8d87de182079d1624651889b8279db02b97f6_alt_would,cab24994e9586a8034ece373d4c8d87de182079d1624651889b8279db02b97f6,"Not yet! We might go to Vegas, which is not too far away. But for now, it is just two weeks are R&R.",would,"Not yet! We *would* go to Vegas, which is not too far away. But for now, it is just two weeks are R&R.","",might,would,possibility_to_conditional_substitution,substitution,"[""dynamic"", ""dynamic"", ""dynamic""]","[""possibility"", ""possibility"", ""possibility""]",unknown,unknown,yes,0,Modal substitution: 'might' → 'would'. Strategy: possibility_to_conditional_substitution. Please verify grammaticality and classify modal categories.
cab24994e9586a8034ece373d4c8d87de182079d1624651889b8279db02b97f6_alt_ought_to,cab24994e9586a8034ece373d4c8d87de182079d1624651889b8279db02b97f6,"Not yet! We might go to Vegas, which is not too far away. But for now, it is just two weeks are R&R.",ought to,"Not yet! We *ought to* go to Vegas, which is not too far away. But for now, it is just two weeks are R&R.","",might,ought to,possibility_to_advice_substitution,substitution,"[""dynamic"", ""dynamic"", ""dynamic""]","[""possibility"", ""possibility"", ""possibility""]",unknown,unknown,yes,0,Modal substitution: 'might' → 'ought to'. Strategy: possibility_to_advice_substitution. Please verify grammaticality and classify modal categories.
436c7edb82aa41db365955cd6facc4dd0d0410190e8742b7b34589e095deed26_orig,436c7edb82aa41db365955cd6facc4dd0d0410190e8742b7b34589e095deed26,That is a pretty tough word. I am happy your son did so great. You must have been beaming.,must,That is a pretty tough word. I am happy your son did so great. You *must* have been beaming.,"",must,must,original,original,"[""epistemic"", ""epistemic"", ""epistemic""]","[""necessity"", ""necessity"", ""necessity""]",epistemic,necessity,yes,1,Original sentence from dataset. Modal: 'must'. Verified and complete.
436c7edb82aa41db365955cd6facc4dd0d0410190e8742b7b34589e095deed26_alt_can,436c7edb82aa41db365955cd6facc4dd0d0410190e8742b7b34589e095deed26,That is a pretty tough word. I am happy your son did so great. You must have been beaming.,can,That is a pretty tough word. I am happy your son did so great. You *can* have been beaming.,"",must,can,necessity_to_ability_substitution,substitution,"[""epistemic"", ""epistemic"", ""epistemic""]","[""necessity"", ""necessity"", ""necessity""]",unknown,unknown,yes,0,Modal substitution: 'must' → 'can'. Strategy: necessity_to_ability_substitution. Please verify grammaticality and classify modal categories.
436c7edb82aa41db365955cd6facc4dd0d0410190e8742b7b34589e095deed26_alt_could,436c7edb82aa41db365955cd6facc4dd0d0410190e8742b7b34589e095deed26,That is a pretty tough word. I am happy your son did so great. You must have been beaming.,could,That is a pretty tough word. I am happy your son did so great. You *could* have been beaming.,"",must,could,necessity_to_ability_substitution,substitution,"[""epistemic"", ""epistemic"", ""epistemic""]","[""necessity"", ""necessity"", ""necessity""]",unknown,unknown,yes,0,Modal substitution: 'must' → 'could'. Strategy: necessity_to_ability_substitution. Please verify grammaticality and classify modal categories.
436c7edb82aa41db365955cd6facc4dd0d0410190e8742b7b34589e095deed26_alt_may,436c7edb82aa41db365955cd6facc4dd0d0410190e8742b7b34589e095deed26,That is a pretty tough word. I am happy your son did so great. You must have been beaming.,may,That is a pretty tough word. I am happy your son did so great. You *may* have been beaming.,"",must,may,necessity_to_permission,entailment,"[""epistemic"", ""epistemic"", ""epistemic""]","[""necessity"", ""necessity"", ""necessity""]",unknown,unknown,yes,0,Modal substitution: 'must' → 'may'. Strategy: necessity_to_permission. Please verify grammaticality and classify modal categories.
436c7edb82aa41db365955cd6facc4dd0d0410190e8742b7b34589e095deed26_alt_might,436c7edb82aa41db365955cd6facc4dd0d0410190e8742b7b34589e095deed26,That is a pretty tough word. I am happy your son did so great. You must have been beaming.,might,That is a pretty tough word. I am happy your son did so great. You *might* have been beaming.,"",must,might,necessity_to_possibility,entailment,"[""epistemic"", ""epistemic"", ""epistemic""]","[""necessity"", ""necessity"", ""necessity""]",unknown,unknown,partial,0,Modal substitution: 'must' → 'might'. Strategy: necessity_to_possibility. Please verify grammaticality and classify modal categories.
436c7edb82aa41db365955cd6facc4dd0d0410190e8742b7b34589e095deed26_alt_shall,436c7edb82aa41db365955cd6facc4dd0d0410190e8742b7b34589e095deed26,That is a pretty tough word. I am happy your son did so great. You must have been beaming.,shall,That is a pretty tough word. I am happy your son did so great. You *shall* have been beaming.,"",must,shall,necessity_to_obligation_substitution,substitution,"[""epistemic"", ""epistemic"", ""epistemic""]","[""necessity"", ""necessity"", ""necessity""]",unknown,unknown,yes,0,Modal substitution: 'must' → 'shall'. Strategy: necessity_to_obligation_substitution. Please verify grammaticality and classify modal categories.
436c7edb82aa41db365955cd6facc4dd0d0410190e8742b7b34589e095deed26_alt_should,436c7edb82aa41db365955cd6facc4dd0d0410190e8742b7b34589e095deed26,That is a pretty tough word. I am happy your son did so great. You must have been beaming.,should,That is a pretty tough word. I am happy your son did so great. You *should* have been beaming.,"",must,should,necessity_to_advice,entailment,"[""epistemic"", ""epistemic"", ""epistemic""]","[""necessity"", ""necessity"", ""necessity""]",unknown,unknown,yes,0,Modal substitution: 'must' → 'should'. Strategy: necessity_to_advice. Please verify grammaticality and classify modal categories.
436c7edb82aa41db365955cd6facc4dd0d0410190e8742b7b34589e095deed26_alt_will,436c7edb82aa41db365955cd6facc4dd0d0410190e8742b7b34589e095deed26,That is a pretty tough word. I am happy your son did so great. You must have been beaming.,will,That is a pretty tough word. I am happy your son did so great. You *will* have been beaming.,"",must,will,necessity_to_prediction_substitution,substitution,"[""epistemic"", ""epistemic"", ""epistemic""]","[""necessity"", ""necessity"", ""necessity""]",unknown,unknown,yes,0,Modal substitution: 'must' → 'will'. Strategy: necessity_to_prediction_substitution. Please verify grammaticality and classify modal categories.
436c7edb82aa41db365955cd6facc4dd0d0410190e8742b7b34589e095deed26_alt_would,436c7edb82aa41db365955cd6facc4dd0d0410190e8742b7b34589e095deed26,That is a pretty tough word. I am happy your son did so great. You must have been beaming.,would,That is a pretty tough word. I am happy your son did so great. You *would* have been beaming.,"",must,would,necessity_to_conditional_substitution,substitution,"[""epistemic"", ""epistemic"", ""epistemic""]","[""necessity"", ""necessity"", ""necessity""]",unknown,unknown,yes,0,Modal substitution: 'must' → 'would'. Strategy: necessity_to_conditional_substitution. Please verify grammaticality and classify modal categories.
436c7edb82aa41db365955cd6facc4dd0d0410190e8742b7b34589e095deed26_alt_ought_to,436c7edb82aa41db365955cd6facc4dd0d0410190e8742b7b34589e095deed26,That is a pretty tough word. I am happy your son did so great. You must have been beaming.,ought to,That is a pretty tough word. I am happy your son did so great. You *ought to* have been beaming.,"",must,ought to,necessity_to_advice,entailment,"[""epistemic"", ""epistemic"", ""epistemic""]","[""necessity"", ""necessity"", ""necessity""]",unknown,unknown,yes,0,Modal substitution: 'must' → 'ought to'. Strategy: necessity_to_advice. Please verify grammaticality and classify modal categories.
d9c8df6c08a45c9dcb22307d5cefbae73638d02aa2f2909637491d7eedde8e09_orig,d9c8df6c08a45c9dcb22307d5cefbae73638d02aa2f2909637491d7eedde8e09,"I prefer night flying as well.   I love how you can see the city lights moving, like it is the lifeblood of a living thing.",can,"I prefer night flying as well.   I love how you *can* see the city lights moving, like it is the lifeblood of a living thing.","",can,can,original,original,"[""dynamic"", ""dynamic"", ""dynamic""]","[""ability"", ""ability"", ""ability""]",dynamic,ability,yes,1,Original sentence from dataset. Modal: 'can'. Verified and complete.
d9c8df6c08a45c9dcb22307d5cefbae73638d02aa2f2909637491d7eedde8e09_alt_could,d9c8df6c08a45c9dcb22307d5cefbae73638d02aa2f2909637491d7eedde8e09,"I prefer night flying as well.   I love how you can see the city lights moving, like it is the lifeblood of a living thing.",could,"I prefer night flying as well.   I love how you *could* see the city lights moving, like it is the lifeblood of a living thing.","",can,could,ability_weakening,substitution,"[""dynamic"", ""dynamic"", ""dynamic""]","[""ability"", ""ability"", ""ability""]",unknown,unknown,yes,0,Modal substitution: 'can' → 'could'. Strategy: ability_weakening. Please verify grammaticality and classify modal categories.
d9c8df6c08a45c9dcb22307d5cefbae73638d02aa2f2909637491d7eedde8e09_alt_may,d9c8df6c08a45c9dcb22307d5cefbae73638d02aa2f2909637491d7eedde8e09,"I prefer night flying as well.   I love how you can see the city lights moving, like it is the lifeblood of a living thing.",may,"I prefer night flying as well.   I love how you *may* see the city lights moving, like it is the lifeblood of a living thing.","",can,may,ability_to_permission,entailment,"[""dynamic"", ""dynamic"", ""dynamic""]","[""ability"", ""ability"", ""ability""]",unknown,unknown,yes,0,Modal substitution: 'can' → 'may'. Strategy: ability_to_permission. Please verify grammaticality and classify modal categories.
d9c8df6c08a45c9dcb22307d5cefbae73638d02aa2f2909637491d7eedde8e09_alt_might,d9c8df6c08a45c9dcb22307d5cefbae73638d02aa2f2909637491d7eedde8e09,"I prefer night flying as well.   I love how you can see the city lights moving, like it is the lifeblood of a living thing.",might,"I prefer night flying as well.   I love how you *might* see the city lights moving, like it is the lifeblood of a living thing.","",can,might,ability_to_possibility,entailment,"[""dynamic"", ""dynamic"", ""dynamic""]","[""ability"", ""ability"", ""ability""]",unknown,unknown,yes,0,Modal substitution: 'can' → 'might'. Strategy: ability_to_possibility. Please verify grammaticality and classify modal categories.
d9c8df6c08a45c9dcb22307d5cefbae73638d02aa2f2909637491d7eedde8e09_alt_must,d9c8df6c08a45c9dcb22307d5cefbae73638d02aa2f2909637491d7eedde8e09,"I prefer night flying as well.   I love how you can see the city lights moving, like it is the lifeblood of a living thing.",must,"I prefer night flying as well.   I love how you *must* see the city lights moving, like it is the lifeblood of a living thing.","",can,must,ability_to_necessity_substitution,substitution,"[""dynamic"", ""dynamic"", ""dynamic""]","[""ability"", ""ability"", ""ability""]",unknown,unknown,yes,0,Modal substitution: 'can' → 'must'. Strategy: ability_to_necessity_substitution. Please verify grammaticality and classify modal categories.
d9c8df6c08a45c9dcb22307d5cefbae73638d02aa2f2909637491d7eedde8e09_alt_shall,d9c8df6c08a45c9dcb22307d5cefbae73638d02aa2f2909637491d7eedde8e09,"I prefer night flying as well.   I love how you can see the city lights moving, like it is the lifeblood of a living thing.",shall,"I prefer night flying as well.   I love how you *shall* see the city lights moving, like it is the lifeblood of a living thing.","",can,shall,ability_to_obligation_substitution,substitution,"[""dynamic"", ""dynamic"", ""dynamic""]","[""ability"", ""ability"", ""ability""]",unknown,unknown,yes,0,Modal substitution: 'can' → 'shall'. Strategy: ability_to_obligation_substitution. Please verify grammaticality and classify modal categories.
d9c8df6c08a45c9dcb22307d5cefbae73638d02aa2f2909637491d7eedde8e09_alt_should,d9c8df6c08a45c9dcb22307d5cefbae73638d02aa2f2909637491d7eedde8e09,"I prefer night flying as well.   I love how you can see the city lights moving, like it is the lifeblood of a living thing.",should,"I prefer night flying as well.   I love how you *should* see the city lights moving, like it is the lifeblood of a living thing.","",can,should,ability_to_advice_substitution,substitution,"[""dynamic"", ""dynamic"", ""dynamic""]","[""ability"", ""ability"", ""ability""]",unknown,unknown,yes,0,Modal substitution: 'can' → 'should'. Strategy: ability_to_advice_substitution. Please verify grammaticality and classify modal categories.
d9c8df6c08a45c9dcb22307d5cefbae73638d02aa2f2909637491d7eedde8e09_alt_will,d9c8df6c08a45c9dcb22307d5cefbae73638d02aa2f2909637491d7eedde8e09,"I prefer night flying as well.   I love how you can see the city lights moving, like it is the lifeblood of a living thing.",will,"I prefer night flying as well.   I love how you *will* see the city lights moving, like it is the lifeblood of a living thing.","",can,will,ability_to_prediction_substitution,substitution,"[""dynamic"", ""dynamic"", ""dynamic""]","[""ability"", ""ability"", ""ability""]",unknown,unknown,yes,0,Modal substitution: 'can' → 'will'. Strategy: ability_to_prediction_substitution. Please verify grammaticality and classify modal categories.
d9c8df6c08a45c9dcb22307d5cefbae73638d02aa2f2909637491d7eedde8e09_alt_would,d9c8df6c08a45c9dcb22307d5cefbae73638d02aa2f2909637491d7eedde8e09,"I prefer night flying as well.   I love how you can see the city lights moving, like it is the lifeblood of a living thing.",would,"I prefer night flying as well.   I love how you *would* see the city lights moving, like it is the lifeblood of a living thing.","",can,would,ability_to_conditional_substitution,substitution,"[""dynamic"", ""dynamic"", ""dynamic""]","[""ability"", ""ability"", ""ability""]",unknown,unknown,yes,0,Modal substitution: 'can' → 'would'. Strategy: ability_to_conditional_substitution. Please verify grammaticality and classify modal categories.
d9c8df6c08a45c9dcb22307d5cefbae73638d02aa2f2909637491d7eedde8e09_alt_ought_to,d9c8df6c08a45c9dcb22307d5cefbae73638d02aa2f2909637491d7eedde8e09,"I prefer night flying as well.   I love how you can see the city lights moving, like it is the lifeblood of a living thing.",ought to,"I prefer night flying as well.   I love how you *ought to* see the city lights moving, like it is the lifeblood of a living thing.","",can,ought to,ability_to_advice_substitution,substitution,"[""dynamic"", ""dynamic"", ""dynamic""]","[""ability"", ""ability"", ""ability""]",unknown,unknown,yes,0,Modal substitution: 'can' → 'ought to'. Strategy: ability_to_advice_substitution. Please verify grammaticality and classify modal categories.
5154bc4d6f4b428ded97921c519abd28f0b62f1db94c12f7b0f95b89fe7fd6d5_orig,5154bc4d6f4b428ded97921c519abd28f0b62f1db94c12f7b0f95b89fe7fd6d5,That is good. Hopefully he can pay you back.,can,That is good. Hopefully he *can* pay you back.,"",can,can,original,original,"[""dynamic"", ""dynamic"", ""dynamic""]","[""ability"", ""ability"", ""ability""]",dynamic,ability,yes,1,Original sentence from dataset. Modal: 'can'. Verified and complete.
5154bc4d6f4b428ded97921c519abd28f0b62f1db94c12f7b0f95b89fe7fd6d5_alt_could,5154bc4d6f4b428ded97921c519abd28f0b62f1db94c12f7b0f95b89fe7fd6d5,That is good. Hopefully he can pay you back.,could,That is good. Hopefully he *could* pay you back.,"",can,could,ability_weakening,substitution,"[""dynamic"", ""dynamic"", ""dynamic""]","[""ability"", ""ability"", ""ability""]",unknown,unknown,yes,0,Modal substitution: 'can' → 'could'. Strategy: ability_weakening. Please verify grammaticality and classify modal categories.
5154bc4d6f4b428ded97921c519abd28f0b62f1db94c12f7b0f95b89fe7fd6d5_alt_may,5154bc4d6f4b428ded97921c519abd28f0b62f1db94c12f7b0f95b89fe7fd6d5,That is good. Hopefully he can pay you back.,may,That is good. Hopefully he *may* pay you back.,"",can,may,ability_to_permission,entailment,"[""dynamic"", ""dynamic"", ""dynamic""]","[""ability"", ""ability"", ""ability""]",unknown,unknown,yes,0,Modal substitution: 'can' → 'may'. Strategy: ability_to_permission. Please verify grammaticality and classify modal categories.
5154bc4d6f4b428ded97921c519abd28f0b62f1db94c12f7b0f95b89fe7fd6d5_alt_might,5154bc4d6f4b428ded97921c519abd28f0b62f1db94c12f7b0f95b89fe7fd6d5,That is good. Hopefully he can pay you back.,might,That is good. Hopefully he *might* pay you back.,"",can,might,ability_to_possibility,entailment,"[""dynamic"", ""dynamic"", ""dynamic""]","[""ability"", ""ability"", ""ability""]",unknown,unknown,yes,0,Modal substitution: 'can' → 'might'. Strategy: ability_to_possibility. Please verify grammaticality and classify modal categories.
5154bc4d6f4b428ded97921c519abd28f0b62f1db94c12f7b0f95b89fe7fd6d5_alt_must,5154bc4d6f4b428ded97921c519abd28f0b62f1db94c12f7b0f95b89fe7fd6d5,That is good. Hopefully he can pay you back.,must,That is good. Hopefully he *must* pay you back.,"",can,must,ability_to_necessity_substitution,substitution,"[""dynamic"", ""dynamic"", ""dynamic""]","[""ability"", ""ability"", ""ability""]",unknown,unknown,yes,0,Modal substitution: 'can' → 'must'. Strategy: ability_to_necessity_substitution. Please verify grammaticality and classify modal categories.
5154bc4d6f4b428ded97921c519abd28f0b62f1db94c12f7b0f95b89fe7fd6d5_alt_shall,5154bc4d6f4b428ded97921c519abd28f0b62f1db94c12f7b0f95b89fe7fd6d5,That is good. Hopefully he can pay you back.,shall,That is good. Hopefully he *shall* pay you back.,"",can,shall,ability_to_obligation_substitution,substitution,"[""dynamic"", ""dynamic"", ""dynamic""]","[""ability"", ""ability"", ""ability""]",unknown,unknown,yes,0,Modal substitution: 'can' → 'shall'. Strategy: ability_to_obligation_substitution. Please verify grammaticality and classify modal categories.
