"sentence,tense,aspect"
Airbus was producing the airplane,past progressive,progressive
Airbus was supplying the airplane,past progressive,progressive
Airbus has produced the airplane,present perfect,perfect
Airbus was supplying the airplane,past progressive,progressive
Airbus had produced the airplane,past perfect,perfect
Airbus was supplying the airplane,past progressive,progressive
Airbus will produce the airplane,future simple,progressive
Airbus was supplying the airplane,past progressive,progressive
Airbus produces the airplane,present simple,progressive
Airbus was supplying the airplane,past progressive,progressive
Airbus produced the airplane,past simple,perfect
Airbus has supplied the airplane,present perfect,perfect
Airbus is producing the airplane,present progressive,progressive
Airbus has supplied the airplane,present perfect,perfect
Airbus was producing the airplane,past progressive,progressive
Airbus has supplied the airplane,present perfect,perfect
Airbus has produced the airplane,present perfect,perfect
Airbus has supplied the airplane,present perfect,perfect
Airbus had produced the airplane,past perfect,perfect
Airbus has supplied the airplane,present perfect,perfect
Airbus will produce the airplane,future simple,progressive
Airbus has supplied the airplane,present perfect,perfect
Airbus produces the airplane,present simple,progressive
Airbus has supplied the airplane,present perfect,perfect
Airbus produced the airplane,past simple,perfect
Airbus had supplied the airplane,past perfect,perfect
Airbus is producing the airplane,present progressive,progressive
Airbus had supplied the airplane,past perfect,perfect
Airbus was producing the airplane,past progressive,progressive
Airbus had supplied the airplane,past perfect,perfect
Airbus has produced the airplane,present perfect,perfect
Airbus had supplied the airplane,past perfect,perfect
Airbus had produced the airplane,past perfect,perfect
Airbus had supplied the airplane,past perfect,perfect
Airbus will produce the airplane,future simple,progressive
Airbus had supplied the airplane,past perfect,perfect
Airbus produces the airplane,present simple,progressive
Airbus had supplied the airplane,past perfect,perfect
Airbus produced the airplane,past simple,perfect
Airbus will supply the airplane,future simple,progressive
Airbus is producing the airplane,present progressive,progressive
Airbus will supply the airplane,future simple,progressive
Airbus was producing the airplane,past progressive,progressive
Airbus will supply the airplane,future simple,progressive
Airbus has produced the airplane,present perfect,perfect
Airbus will supply the airplane,future simple,progressive
Airbus had produced the airplane,past perfect,perfect
Airbus will supply the airplane,future simple,progressive
Airbus will produce the airplane,future simple,progressive
Airbus will supply the airplane,future simple,progressive
Airbus produces the airplane,present simple,progressive
Airbus will supply the airplane,future simple,progressive
Airbus produced the airplane,past simple,perfect
Airbus supplies the airplane,present simple,progressive
Airbus is producing the airplane,present progressive,progressive
Airbus supplies the airplane,present simple,progressive
Airbus was producing the airplane,past progressive,progressive
Airbus supplies the airplane,present simple,progressive
Airbus has produced the airplane,present perfect,perfect
Airbus supplies the airplane,present simple,progressive
Airbus had produced the airplane,past perfect,perfect
Airbus supplies the airplane,present simple,progressive
Airbus will produce the airplane,future simple,progressive
Airbus supplies the airplane,present simple,progressive
Airbus produces the airplane,present simple,progressive
Airbus supplies the airplane,present simple,progressive
Airbus produced the airplane,past simple,perfect
Airbus supplied the airplane,past simple,perfect
Airbus is producing the airplane,present progressive,progressive
Airbus supplied the airplane,past simple,perfect
Airbus was producing the airplane,past progressive,progressive
Airbus supplied the airplane,past simple,perfect
Airbus has produced the airplane,present perfect,perfect
Airbus supplied the airplane,past simple,perfect
Airbus had produced the airplane,past perfect,perfect
Airbus supplied the airplane,past simple,perfect
Airbus will produce the airplane,future simple,progressive
Airbus supplied the airplane,past simple,perfect
Airbus produces the airplane,present simple,progressive
Airbus supplied the airplane,past simple,perfect
Airbus produced the airplane,past simple,perfect
Paul is buying groceries,present progressive,progressive
Paul is paying for groceries,present progressive,progressive
Paul is buying groceries,present progressive,progressive
Paul was paying for groceries,past progressive,progressive
Paul is buying groceries,present progressive,progressive
Paul has paid for groceries,present perfect,perfect
Paul is buying groceries,present progressive,progressive
Paul had paid for groceries,past perfect,perfect
Paul is buying groceries,present progressive,progressive
Paul will pay for groceries,future simple,progressive
Paul is buying groceries,present progressive,progressive
Paul pays for groceries,present simple,progressive
Paul is buying groceries,present progressive,progressive
Paul paid for groceries,past simple,perfect
Paul was buying groceries,past progressive,progressive
Paul is paying for groceries,present progressive,progressive
Paul was buying groceries,past progressive,progressive
Paul was paying for groceries,past progressive,progressive
Paul was buying groceries,past progressive,progressive
Paul has paid for groceries,present perfect,perfect
Paul was buying groceries,past progressive,progressive
Paul had paid for groceries,past perfect,perfect
Paul was buying groceries,past progressive,progressive
Paul will pay for groceries,future simple,progressive
Paul was buying groceries,past progressive,progressive
Paul pays for groceries,present simple,progressive
Paul was buying groceries,past progressive,progressive
Paul paid for groceries,past simple,perfect
Paul has bought groceries,present perfect,perfect
Paul is paying for groceries,present progressive,progressive
Paul has bought groceries,present perfect,perfect
Paul was paying for groceries,past progressive,progressive
Paul has bought groceries,present perfect,perfect
Paul has paid for groceries,present perfect,perfect
Paul has bought groceries,present perfect,perfect
Paul had paid for groceries,past perfect,perfect
Paul has bought groceries,present perfect,perfect
Paul will pay for groceries,future simple,progressive
Paul has bought groceries,present perfect,perfect
Paul pays for groceries,present simple,progressive
Paul has bought groceries,present perfect,perfect
Paul paid for groceries,past simple,perfect
Paul had bought groceries,past perfect,perfect
Paul is paying for groceries,present progressive,progressive
Paul had bought groceries,past perfect,perfect
Paul was paying for groceries,past progressive,progressive
Paul had bought groceries,past perfect,perfect
Paul has paid for groceries,present perfect,perfect
Paul had bought groceries,past perfect,perfect
Paul had paid for groceries,past perfect,perfect
Paul had bought groceries,past perfect,perfect
Paul will pay for groceries,future simple,progressive
Paul had bought groceries,past perfect,perfect
Paul pays for groceries,present simple,progressive
Paul had bought groceries,past perfect,perfect
Paul paid for groceries,past simple,perfect
Paul will buy groceries,future simple,progressive
Paul is paying for groceries,present progressive,progressive
Paul will buy groceries,future simple,progressive
Paul was paying for groceries,past progressive,progressive
Paul will buy groceries,future simple,progressive
Paul has paid for groceries,present perfect,perfect
Paul will buy groceries,future simple,progressive
Paul had paid for groceries,past perfect,perfect
Paul will buy groceries,future simple,progressive
Paul will pay for groceries,future simple,progressive
Paul will buy groceries,future simple,progressive
Paul pays for groceries,present simple,progressive
Paul will buy groceries,future simple,progressive
Paul paid for groceries,past simple,perfect
Paul buys groceries,present simple,progressive
Paul is paying for groceries,present progressive,progressive
Paul buys groceries,present simple,progressive
Paul was paying for groceries,past progressive,progressive
Paul buys groceries,present simple,progressive
Paul has paid for groceries,present perfect,perfect
Paul buys groceries,present simple,progressive
Paul had paid for groceries,past perfect,perfect
Paul buys groceries,present simple,progressive
Paul will pay for groceries,future simple,progressive
Paul buys groceries,present simple,progressive
Paul pays for groceries,present simple,progressive
Paul buys groceries,present simple,progressive
Paul paid for groceries,past simple,perfect
Paul bought groceries,past simple,perfect
Paul is paying for groceries,present progressive,progressive
Paul bought groceries,past simple,perfect
Paul was paying for groceries,past progressive,progressive
Paul bought groceries,past simple,perfect
Paul has paid for groceries,present perfect,perfect
Paul bought groceries,past simple,perfect
Paul had paid for groceries,past perfect,perfect
Paul bought groceries,past simple,perfect
Paul will pay for groceries,future simple,progressive
Paul bought groceries,past simple,perfect
Paul pays for groceries,present simple,progressive
Paul bought groceries,past simple,perfect
Paul paid for groceries,past simple,perfect
Paul is paying for groceries,present progressive,progressive
Paul is buying groceries,present progressive,progressive
Paul is paying for groceries,present progressive,progressive
Paul was buying groceries,past progressive,progressive
Paul is paying for groceries,present progressive,progressive
Paul has bought groceries,present perfect,perfect
Paul is paying for groceries,present progressive,progressive
Paul had bought groceries,past perfect,perfect
Paul is paying for groceries,present progressive,progressive
Paul will buy groceries,future simple,progressive
Paul is paying for groceries,present progressive,progressive
Paul buys groceries,present simple,progressive
Paul is paying for groceries,present progressive,progressive
Paul bought groceries,past simple,perfect
Paul was paying for groceries,past progressive,progressive
Paul is buying groceries,present progressive,progressive
Paul was paying for groceries,past progressive,progressive
Paul was buying groceries,past progressive,progressive
Paul was paying for groceries,past progressive,progressive
Paul has bought groceries,present perfect,perfect
Paul was paying for groceries,past progressive,progressive
Paul had bought groceries,past perfect,perfect
Paul was paying for groceries,past progressive,progressive
Paul will buy groceries,future simple,progressive
Paul was paying for groceries,past progressive,progressive
Paul buys groceries,present simple,progressive
Paul was paying for groceries,past progressive,progressive
Paul bought groceries,past simple,perfect
Paul has paid for groceries,present perfect,perfect
Paul is buying groceries,present progressive,progressive
Paul has paid for groceries,present perfect,perfect
Paul was buying groceries,past progressive,progressive
Paul has paid for groceries,present perfect,perfect
Paul has bought groceries,present perfect,perfect
Paul has paid for groceries,present perfect,perfect
Paul had bought groceries,past perfect,perfect
Paul has paid for groceries,present perfect,perfect
Paul will buy groceries,future simple,progressive
Paul has paid for groceries,present perfect,perfect
Paul buys groceries,present simple,progressive
Paul has paid for groceries,present perfect,perfect
Paul bought groceries,past simple,perfect
Paul had paid for groceries,past perfect,perfect
Paul is buying groceries,present progressive,progressive
Paul had paid for groceries,past perfect,perfect
Paul was buying groceries,past progressive,progressive
Paul had paid for groceries,past perfect,perfect
Paul has bought groceries,present perfect,perfect
Paul had paid for groceries,past perfect,perfect
Paul had bought groceries,past perfect,perfect
Paul had paid for groceries,past perfect,perfect
Paul will buy groceries,future simple,progressive
Paul had paid for groceries,past perfect,perfect
Paul buys groceries,present simple,progressive
Paul had paid for groceries,past perfect,perfect
Paul bought groceries,past simple,perfect
Paul will pay for groceries,future simple,progressive
Paul is buying groceries,present progressive,progressive
Paul will pay for groceries,future simple,progressive
Paul was buying groceries,past progressive,progressive
Paul will pay for groceries,future simple,progressive
Paul has bought groceries,present perfect,perfect
Paul will pay for groceries,future simple,progressive
Paul had bought groceries,past perfect,perfect
Paul will pay for groceries,future simple,progressive
Paul will buy groceries,future simple,progressive
Paul will pay for groceries,future simple,progressive
Paul buys groceries,present simple,progressive
Paul will pay for groceries,future simple,progressive
Paul bought groceries,past simple,perfect
Paul pays for groceries,present simple,progressive
Paul is buying groceries,present progressive,progressive
Paul pays for groceries,present simple,progressive
Paul was buying groceries,past progressive,progressive
Paul pays for groceries,present simple,progressive
Paul has bought groceries,present perfect,perfect
Paul pays for groceries,present simple,progressive
Paul had bought groceries,past perfect,perfect
Paul pays for groceries,present simple,progressive
Paul will buy groceries,future simple,progressive
Paul pays for groceries,present simple,progressive
Paul buys groceries,present simple,progressive
Paul pays for groceries,present simple,progressive
Paul bought groceries,past simple,perfect
Paul paid for groceries,past simple,perfect
Paul is buying groceries,present progressive,progressive
Paul paid for groceries,past simple,perfect
Paul was buying groceries,past progressive,progressive
Paul paid for groceries,past simple,perfect
Paul has bought groceries,present perfect,perfect
Paul paid for groceries,past simple,perfect
Paul had bought groceries,past perfect,perfect
Paul paid for groceries,past simple,perfect
Paul will buy groceries,future simple,progressive
Paul paid for groceries,past simple,perfect
Paul buys groceries,present simple,progressive
Paul paid for groceries,past simple,perfect
Paul bought groceries,past simple,perfect
Boeing is developing the helicopter,present progressive,progressive
Boeing is designing the helicopter,present progressive,progressive
Boeing is developing the helicopter,present progressive,progressive
Boeing was designing the helicopter,past progressive,progressive
Boeing is developing the helicopter,present progressive,progressive
Boeing has designed the helicopter,present perfect,perfect
Boeing is developing the helicopter,present progressive,progressive
Boeing had designed the helicopter,past perfect,perfect
Boeing is developing the helicopter,present progressive,progressive
Boeing will design the helicopter,future simple,progressive
Boeing is developing the helicopter,present progressive,progressive
Boeing designs the helicopter,present simple,progressive
Boeing is developing the helicopter,present progressive,progressive
Boeing designed the helicopter,past simple,perfect
Boeing was developing the helicopter,past progressive,progressive
Boeing is designing the helicopter,present progressive,progressive
Boeing was developing the helicopter,past progressive,progressive
Boeing was designing the helicopter,past progressive,progressive
Boeing was developing the helicopter,past progressive,progressive
Boeing has designed the helicopter,present perfect,perfect
Boeing was developing the helicopter,past progressive,progressive
Boeing had designed the helicopter,past perfect,perfect
Boeing was developing the helicopter,past progressive,progressive
Boeing will design the helicopter,future simple,progressive
Boeing was developing the helicopter,past progressive,progressive
Boeing designs the helicopter,present simple,progressive
Boeing was developing the helicopter,past progressive,progressive
Boeing designed the helicopter,past simple,perfect
Boeing has developed the helicopter,present perfect,perfect
Boeing is designing the helicopter,present progressive,progressive
Boeing has developed the helicopter,present perfect,perfect
Boeing was designing the helicopter,past progressive,progressive
Boeing has developed the helicopter,present perfect,perfect
Boeing has designed the helicopter,present perfect,perfect
Boeing has developed the helicopter,present perfect,perfect
Boeing had designed the helicopter,past perfect,perfect
Boeing has developed the helicopter,present perfect,perfect
Boeing will design the helicopter,future simple,progressive
Boeing has developed the helicopter,present perfect,perfect
Boeing designs the helicopter,present simple,progressive
Boeing has developed the helicopter,present perfect,perfect
Boeing designed the helicopter,past simple,perfect
Boeing had developed the helicopter,past perfect,perfect
Boeing is designing the helicopter,present progressive,progressive
Boeing had developed the helicopter,past perfect,perfect
Boeing was designing the helicopter,past progressive,progressive
Boeing had developed the helicopter,past perfect,perfect
Boeing has designed the helicopter,present perfect,perfect
Boeing had developed the helicopter,past perfect,perfect
Boeing had designed the helicopter,past perfect,perfect
Boeing had developed the helicopter,past perfect,perfect
Boeing will design the helicopter,future simple,progressive
Boeing had developed the helicopter,past perfect,perfect
Boeing designs the helicopter,present simple,progressive
Boeing had developed the helicopter,past perfect,perfect
Boeing designed the helicopter,past simple,perfect
Boeing will develop the helicopter,future simple,progressive
Boeing is designing the helicopter,present progressive,progressive
Boeing will develop the helicopter,future simple,progressive
Boeing was designing the helicopter,past progressive,progressive
Boeing will develop the helicopter,future simple,progressive
Boeing has designed the helicopter,present perfect,perfect
Boeing will develop the helicopter,future simple,progressive
Boeing had designed the helicopter,past perfect,perfect
Boeing will develop the helicopter,future simple,progressive
Boeing will design the helicopter,future simple,progressive
Boeing will develop the helicopter,future simple,progressive
Boeing designs the helicopter,present simple,progressive
Boeing will develop the helicopter,future simple,progressive
Boeing designed the helicopter,past simple,perfect
Boeing develops the helicopter,present simple,progressive
Boeing is designing the helicopter,present progressive,progressive
Boeing develops the helicopter,present simple,progressive
Boeing was designing the helicopter,past progressive,progressive
Boeing develops the helicopter,present simple,progressive
Boeing has designed the helicopter,present perfect,perfect
Boeing develops the helicopter,present simple,progressive
Boeing had designed the helicopter,past perfect,perfect
Boeing develops the helicopter,present simple,progressive
Boeing will design the helicopter,future simple,progressive
Boeing develops the helicopter,present simple,progressive
Boeing designs the helicopter,present simple,progressive
Boeing develops the helicopter,present simple,progressive
Boeing designed the helicopter,past simple,perfect
Boeing developed the helicopter,past simple,perfect
Boeing is designing the helicopter,present progressive,progressive
Boeing developed the helicopter,past simple,perfect
Boeing was designing the helicopter,past progressive,progressive
Boeing developed the helicopter,past simple,perfect
Boeing has designed the helicopter,present perfect,perfect
Boeing developed the helicopter,past simple,perfect
Boeing had designed the helicopter,past perfect,perfect
Boeing developed the helicopter,past simple,perfect
Boeing will design the helicopter,future simple,progressive
Boeing developed the helicopter,past simple,perfect
Boeing designs the helicopter,present simple,progressive
Boeing developed the helicopter,past simple,perfect
Boeing designed the helicopter,past simple,perfect
Boeing is designing the helicopter,present progressive,progressive
Boeing is developing the helicopter,present progressive,progressive
Boeing is designing the helicopter,present progressive,progressive
Boeing was developing the helicopter,past progressive,progressive
Boeing is designing the helicopter,present progressive,progressive
Boeing has developed the helicopter,present perfect,perfect
Boeing is designing the helicopter,present progressive,progressive
Boeing had developed the helicopter,past perfect,perfect
Boeing is designing the helicopter,present progressive,progressive
Boeing will develop the helicopter,future simple,progressive
Boeing is designing the helicopter,present progressive,progressive
Boeing develops the helicopter,present simple,progressive
Boeing is designing the helicopter,present progressive,progressive
Boeing developed the helicopter,past simple,perfect
Boeing was designing the helicopter,past progressive,progressive
Boeing is developing the helicopter,present progressive,progressive
Boeing was designing the helicopter,past progressive,progressive
Boeing was developing the helicopter,past progressive,progressive
Boeing was designing the helicopter,past progressive,progressive
Boeing has developed the helicopter,present perfect,perfect
Boeing was designing the helicopter,past progressive,progressive
Boeing had developed the helicopter,past perfect,perfect
Boeing was designing the helicopter,past progressive,progressive
Boeing will develop the helicopter,future simple,progressive
Boeing was designing the helicopter,past progressive,progressive
Boeing develops the helicopter,present simple,progressive
Boeing was designing the helicopter,past progressive,progressive
Boeing developed the helicopter,past simple,perfect
Boeing has designed the helicopter,present perfect,perfect
Boeing is developing the helicopter,present progressive,progressive
Boeing has designed the helicopter,present perfect,perfect
Boeing was developing the helicopter,past progressive,progressive
Boeing has designed the helicopter,present perfect,perfect
Boeing has developed the helicopter,present perfect,perfect
Boeing has designed the helicopter,present perfect,perfect
Boeing had developed the helicopter,past perfect,perfect
Boeing has designed the helicopter,present perfect,perfect
Boeing will develop the helicopter,future simple,progressive
Boeing has designed the helicopter,present perfect,perfect
Boeing develops the helicopter,present simple,progressive
Boeing has designed the helicopter,present perfect,perfect
Boeing developed the helicopter,past simple,perfect
Boeing had designed the helicopter,past perfect,perfect
Boeing is developing the helicopter,present progressive,progressive
Boeing had designed the helicopter,past perfect,perfect
Boeing was developing the helicopter,past progressive,progressive
Boeing had designed the helicopter,past perfect,perfect
Boeing has developed the helicopter,present perfect,perfect
Boeing had designed the helicopter,past perfect,perfect
Boeing had developed the helicopter,past perfect,perfect
Boeing had designed the helicopter,past perfect,perfect
Boeing will develop the helicopter,future simple,progressive
Boeing had designed the helicopter,past perfect,perfect
Boeing develops the helicopter,present simple,progressive
Boeing had designed the helicopter,past perfect,perfect
Boeing developed the helicopter,past simple,perfect
Boeing will design the helicopter,future simple,progressive
Boeing is developing the helicopter,present progressive,progressive
Boeing will design the helicopter,future simple,progressive
Boeing was developing the helicopter,past progressive,progressive
Boeing will design the helicopter,future simple,progressive
Boeing has developed the helicopter,present perfect,perfect
Boeing will design the helicopter,future simple,progressive
Boeing had developed the helicopter,past perfect,perfect
Boeing will design the helicopter,future simple,progressive
Boeing will develop the helicopter,future simple,progressive
Boeing will design the helicopter,future simple,progressive
Boeing develops the helicopter,present simple,progressive
Boeing will design the helicopter,future simple,progressive
Boeing developed the helicopter,past simple,perfect
Boeing designs the helicopter,present simple,progressive
Boeing is developing the helicopter,present progressive,progressive
Boeing designs the helicopter,present simple,progressive
Boeing was developing the helicopter,past progressive,progressive
Boeing designs the helicopter,present simple,progressive
Boeing has developed the helicopter,present perfect,perfect
Boeing designs the helicopter,present simple,progressive
Boeing had developed the helicopter,past perfect,perfect
Boeing designs the helicopter,present simple,progressive
Boeing will develop the helicopter,future simple,progressive
Boeing designs the helicopter,present simple,progressive
Boeing develops the helicopter,present simple,progressive
Boeing designs the helicopter,present simple,progressive
Boeing developed the helicopter,past simple,perfect
Boeing designed the helicopter,past simple,perfect
Boeing is developing the helicopter,present progressive,progressive
Boeing designed the helicopter,past simple,perfect
Boeing was developing the helicopter,past progressive,progressive
Boeing designed the helicopter,past simple,perfect
Boeing has developed the helicopter,present perfect,perfect
Boeing designed the helicopter,past simple,perfect
Boeing had developed the helicopter,past perfect,perfect
Boeing designed the helicopter,past simple,perfect
Boeing will develop the helicopter,future simple,progressive
Boeing designed the helicopter,past simple,perfect
Boeing develops the helicopter,present simple,progressive
Boeing designed the helicopter,past simple,perfect
Boeing developed the helicopter,past simple,perfect
Anne is inventing the machine,present progressive,progressive
Anne is developing the machine,present progressive,progressive
Anne is inventing the machine,present progressive,progressive
Anne was developing the machine,past progressive,progressive
Anne is inventing the machine,present progressive,progressive
Anne has developed the machine,present perfect,perfect
Anne is inventing the machine,present progressive,progressive
Anne had developed the machine,past perfect,perfect
Anne is inventing the machine,present progressive,progressive
Anne will develop the machine,future simple,progressive
Anne is inventing the machine,present progressive,progressive
Anne develops the machine,present simple,progressive
Anne is inventing the machine,present progressive,progressive
Anne developed the machine,past simple,perfect
Anne was inventing the machine,past progressive,progressive
Anne is developing the machine,present progressive,progressive
Anne was inventing the machine,past progressive,progressive
Anne was developing the machine,past progressive,progressive
Anne was inventing the machine,past progressive,progressive
Anne has developed the machine,present perfect,perfect
Anne was inventing the machine,past progressive,progressive
Anne had developed the machine,past perfect,perfect
Anne was inventing the machine,past progressive,progressive
Anne will develop the machine,future simple,progressive
Anne was inventing the machine,past progressive,progressive
Anne develops the machine,present simple,progressive
Anne was inventing the machine,past progressive,progressive
Anne developed the machine,past simple,perfect
Anne has invented the machine,present perfect,perfect
Anne is developing the machine,present progressive,progressive
Anne has invented the machine,present perfect,perfect
Anne was developing the machine,past progressive,progressive
Anne has invented the machine,present perfect,perfect
Anne has developed the machine,present perfect,perfect
Anne has invented the machine,present perfect,perfect
Anne had developed the machine,past perfect,perfect
Anne has invented the machine,present perfect,perfect
Anne will develop the machine,future simple,progressive
Anne has invented the machine,present perfect,perfect
Anne develops the machine,present simple,progressive
Anne has invented the machine,present perfect,perfect
Anne developed the machine,past simple,perfect
Anne had invented the machine,past perfect,perfect
Anne is developing the machine,present progressive,progressive
Anne had invented the machine,past perfect,perfect
Anne was developing the machine,past progressive,progressive
Anne had invented the machine,past perfect,perfect
Anne has developed the machine,present perfect,perfect
Anne had invented the machine,past perfect,perfect
Anne had developed the machine,past perfect,perfect
Anne had invented the machine,past perfect,perfect
Anne will develop the machine,future simple,progressive
Anne had invented the machine,past perfect,perfect
Anne develops the machine,present simple,progressive
Anne had invented the machine,past perfect,perfect
Anne developed the machine,past simple,perfect
Anne will invent the machine,future simple,progressive
Anne is developing the machine,present progressive,progressive
Anne will invent the machine,future simple,progressive
Anne was developing the machine,past progressive,progressive
Anne will invent the machine,future simple,progressive
Anne has developed the machine,present perfect,perfect
Anne will invent the machine,future simple,progressive
Anne had developed the machine,past perfect,perfect
Anne will invent the machine,future simple,progressive
Anne will develop the machine,future simple,progressive
Anne will invent the machine,future simple,progressive
Anne develops the machine,present simple,progressive
Anne will invent the machine,future simple,progressive
Anne developed the machine,past simple,perfect
Anne invents the machine,present simple,progressive
Anne is developing the machine,present progressive,progressive
Anne invents the machine,present simple,progressive
Anne was developing the machine,past progressive,progressive
Anne invents the machine,present simple,progressive
Anne has developed the machine,present perfect,perfect
Anne invents the machine,present simple,progressive
Anne had developed the machine,past perfect,perfect
Anne invents the machine,present simple,progressive
Anne will develop the machine,future simple,progressive
Anne invents the machine,present simple,progressive
Anne develops the machine,present simple,progressive
Anne invents the machine,present simple,progressive
Anne developed the machine,past simple,perfect
Anne invented the machine,past simple,perfect
Anne is developing the machine,present progressive,progressive
Anne invented the machine,past simple,perfect
Anne was developing the machine,past progressive,progressive
Anne invented the machine,past simple,perfect
Anne has developed the machine,present perfect,perfect
Anne invented the machine,past simple,perfect
Anne had developed the machine,past perfect,perfect
Anne invented the machine,past simple,perfect
Anne will develop the machine,future simple,progressive
Anne invented the machine,past simple,perfect
Anne develops the machine,present simple,progressive
Anne invented the machine,past simple,perfect
Anne developed the machine,past simple,perfect
Anne is developing the machine,present progressive,progressive
Anne is inventing the machine,present progressive,progressive
Anne is developing the machine,present progressive,progressive
Anne was inventing the machine,past progressive,progressive
Anne is developing the machine,present progressive,progressive
Anne has invented the machine,present perfect,perfect
Anne is developing the machine,present progressive,progressive
Anne had invented the machine,past perfect,perfect
Anne is developing the machine,present progressive,progressive
Anne will invent the machine,future simple,progressive
Anne is developing the machine,present progressive,progressive
Anne invents the machine,present simple,progressive
Anne is developing the machine,present progressive,progressive
Anne invented the machine,past simple,perfect
Anne was developing the machine,past progressive,progressive
Anne is inventing the machine,present progressive,progressive
Anne was developing the machine,past progressive,progressive
Anne was inventing the machine,past progressive,progressive
Anne was developing the machine,past progressive,progressive
Anne has invented the machine,present perfect,perfect
Anne was developing the machine,past progressive,progressive
Anne had invented the machine,past perfect,perfect
Anne was developing the machine,past progressive,progressive
Anne will invent the machine,future simple,progressive
Anne was developing the machine,past progressive,progressive
Anne invents the machine,present simple,progressive
Anne was developing the machine,past progressive,progressive
Anne invented the machine,past simple,perfect
Anne has developed the machine,present perfect,perfect
Anne is inventing the machine,present progressive,progressive
Anne has developed the machine,present perfect,perfect
Anne was inventing the machine,past progressive,progressive
Anne has developed the machine,present perfect,perfect
Anne has invented the machine,present perfect,perfect
Anne has developed the machine,present perfect,perfect
Anne had invented the machine,past perfect,perfect
Anne has developed the machine,present perfect,perfect
Anne will invent the machine,future simple,progressive
Anne has developed the machine,present perfect,perfect
Anne invents the machine,present simple,progressive
Anne has developed the machine,present perfect,perfect
Anne invented the machine,past simple,perfect
Anne had developed the machine,past perfect,perfect
Anne is inventing the machine,present progressive,progressive
Anne had developed the machine,past perfect,perfect
Anne was inventing the machine,past progressive,progressive
Anne had developed the machine,past perfect,perfect
Anne has invented the machine,present perfect,perfect
Anne had developed the machine,past perfect,perfect
Anne had invented the machine,past perfect,perfect
Anne had developed the machine,past perfect,perfect
Anne will invent the machine,future simple,progressive
Anne had developed the machine,past perfect,perfect
Anne invents the machine,present simple,progressive
Anne had developed the machine,past perfect,perfect
Anne invented the machine,past simple,perfect
Anne will develop the machine,future simple,progressive
Anne is inventing the machine,present progressive,progressive
Anne will develop the machine,future simple,progressive
Anne was inventing the machine,past progressive,progressive
Anne will develop the machine,future simple,progressive
Anne has invented the machine,present perfect,perfect
Anne will develop the machine,future simple,progressive
Anne had invented the machine,past perfect,perfect
Anne will develop the machine,future simple,progressive
Anne will invent the machine,future simple,progressive
Anne will develop the machine,future simple,progressive
Anne invents the machine,present simple,progressive
Anne will develop the machine,future simple,progressive
Anne invented the machine,past simple,perfect
Anne develops the machine,present simple,progressive
Anne is inventing the machine,present progressive,progressive
Anne develops the machine,present simple,progressive
Anne was inventing the machine,past progressive,progressive
Anne develops the machine,present simple,progressive
Anne has invented the machine,present perfect,perfect
Anne develops the machine,present simple,progressive
Anne had invented the machine,past perfect,perfect
Anne develops the machine,present simple,progressive
Anne will invent the machine,future simple,progressive
Anne develops the machine,present simple,progressive
Anne invents the machine,present simple,progressive
Anne develops the machine,present simple,progressive
Anne invented the machine,past simple,perfect
Anne developed the machine,past simple,perfect
Anne is inventing the machine,present progressive,progressive
Anne developed the machine,past simple,perfect
Anne was inventing the machine,past progressive,progressive
Anne developed the machine,past simple,perfect
Anne has invented the machine,present perfect,perfect
Anne developed the machine,past simple,perfect
Anne had invented the machine,past perfect,perfect
Anne developed the machine,past simple,perfect
Anne will invent the machine,future simple,progressive
Anne developed the machine,past simple,perfect
Anne invents the machine,present simple,progressive
Anne developed the machine,past simple,perfect
Anne invented the machine,past simple,perfect
Jack will take the apple,future simple,progressive
Jack is buying the apple,present progressive,progressive
Jack will take the apple,future simple,progressive
Jack was buying the apple,past progressive,progressive
Jack will take the apple,future simple,progressive
Jack has bought the apple,present perfect,perfect
Jack will take the apple,future simple,progressive
Jack had bought the apple,past perfect,perfect
Jack will take the apple,future simple,progressive
Jack will buy the apple,future simple,progressive
Jack will take the apple,future simple,progressive
Jack buys the apple,present simple,progressive
Jack will take the apple,future simple,progressive
Jack bought the apple,past simple,perfect
Jack takes the apple,present simple,progressive
Jack is buying the apple,present progressive,progressive
Jack takes the apple,present simple,progressive
Jack was buying the apple,past progressive,progressive
Jack takes the apple,present simple,progressive
Jack has bought the apple,present perfect,perfect
Jack takes the apple,present simple,progressive
Jack had bought the apple,past perfect,perfect
Jack takes the apple,present simple,progressive
Jack will buy the apple,future simple,progressive
Jack takes the apple,present simple,progressive
Jack buys the apple,present simple,progressive
Jack takes the apple,present simple,progressive
Jack bought the apple,past simple,perfect
Jack took the apple,past simple,perfect
Jack is buying the apple,present progressive,progressive
Jack took the apple,past simple,perfect
Jack was buying the apple,past progressive,progressive
Jack took the apple,past simple,perfect
Jack has bought the apple,present perfect,perfect
Jack took the apple,past simple,perfect
Jack had bought the apple,past perfect,perfect
Jack took the apple,past simple,perfect
Jack will buy the apple,future simple,progressive
Jack took the apple,past simple,perfect
Jack buys the apple,present simple,progressive
Jack took the apple,past simple,perfect
Jack bought the apple,past simple,perfect
Jack is buying the apple,present progressive,progressive
Jack will take the apple,future simple,progressive
Jack is buying the apple,present progressive,progressive
Jack takes the apple,present simple,progressive
Jack is buying the apple,present progressive,progressive
Jack took the apple,past simple,perfect
Jack was buying the apple,past progressive,progressive
